Date,text,sentiment
2016-04-21,China has launched a yuan-denominated gold benchmark to increase its control over the bullion market. Randgold has signed a new joint venture to develop a gold project in the Democratic Republic of Congo. Deutsche Bank has agreed to settle gold and silver price-fixing litigation.,positive
2016-04-22,China has launched a yuan-denominated gold fix to exert more control over the price of gold. India is expected to announce incentives for gold jewellery exporters. McCain calls for criminal investigation in Colorado Gold King Mine spill.,neutral
2016-04-23,China has launched a yuan-denominated gold fix to exert more control over the price of gold. India is expected to announce incentives for gold jewellery exporters. McCain calls for criminal investigation in Colorado Gold King Mine spill.,neutral
2016-04-24,"A senator is requesting a criminal investigation into the Gold King spill. The Gold King spill is causing new monitoring systems to be put in place. Also, China seeks to establish its own gold benchmark.
",neutral
2016-04-25,"A senator is requesting a criminal investigation into the Gold King spill. The Gold King spill is causing new monitoring systems to be put in place. Also, China seeks to establish its own gold benchmark.
",neutral
2016-04-26,China's gold imports from Hong Kong have risen to a three-month high due to investment demand. Eldorado Gold is selling its Jinfeng mine in China to China National Gold for $300 million. A top cleric suggests using gold and silver coins as currency.,positive
2016-04-27,China's gold imports from Hong Kong have risen to a three-month high due to investment demand. Eldorado Gold is selling its Jinfeng mine in China to China National Gold for $300 million. A top cleric suggests using gold and silver coins as currency.,positive
2016-04-28,"Gold prices retreated as stocks rebounded across Asia following a Federal Reserve meeting. Explorers are hunting for gold in the Egyptian desert, following the paths of ancient miners. Three individuals were apprehended in Nepal for smuggling gold biscuits.",negative
2016-04-29,"Gold prices retreated as stocks rebounded across Asia following a Federal Reserve meeting. Explorers are hunting for gold in the Egyptian desert, following the paths of ancient miners. Three individuals were apprehended in Nepal for smuggling gold biscuits.",negative
2016-04-30,"Galane Gold Ltd. and Carpathian Gold Inc. released their financial and operating results for 2015 and completed restructuring, respectively. Regulations regarding gold trade do not have much impact. There have been massive gold heists in Ukraine and gold smuggling attempts that have been uncovered in different airports.
",neutral
2016-05-01,"Galane Gold Ltd. and Carpathian Gold Inc. released their financial and operating results for 2015 and completed restructuring, respectively. Regulations regarding gold trade do not have much impact. There have been massive gold heists in Ukraine and gold smuggling attempts that have been uncovered in different airports.
",neutral
2016-05-02,"Gold prices hit a two-year high, which smothers demand in the second-biggest consumer market.
Several mining companies are developing and exploring gold mining projects with positive economic assessments.
In India, authorities seized gold biscuits worth Rs 60 lakh at Mumbai Airport, while a man with the world's most expensive golden shirt made it to the Guinness World Records.",positive
2016-05-03,"Gold prices hit a two-year high, which smothers demand in the second-biggest consumer market.
Several mining companies are developing and exploring gold mining projects with positive economic assessments.
In India, authorities seized gold biscuits worth Rs 60 lakh at Mumbai Airport, while a man with the world's most expensive golden shirt made it to the Guinness World Records.",positive
2016-05-04,"Gold prices experienced a slight decrease due to profit-taking, but a weak ADP jobs number limited the pressure. The gold mining sector is seeing some activity, with Glencore considering the sale of a gold mine in Kazakhstan and other companies announcing exploration and financing plans. Additionally, there are reports of increased appetite for bullion coins and hedge funds boosting options in gold, suggesting continued investor interest.
",positive
2016-05-05,"Gold prices experienced a slight decrease due to profit-taking, but a weak ADP jobs number limited the pressure. The gold mining sector is seeing some activity, with Glencore considering the sale of a gold mine in Kazakhstan and other companies announcing exploration and financing plans. Additionally, there are reports of increased appetite for bullion coins and hedge funds boosting options in gold, suggesting continued investor interest.
",positive
2016-05-06,"Here are the topics in the provided articles:

1.  An Indian Army officer was arrested for robbing gold smugglers in Mizoram.
2.  Soaring gold prices in India may negatively impact sales during Akshaya Tritiya, a Hindu festival where buying gold is considered auspicious.
3.  El Chapo's cartel smelted gold to sneak drug profits out of US.",negative
2016-05-07,"Here are the topics in the provided articles:

1.  An Indian Army officer was arrested for robbing gold smugglers in Mizoram.
2.  Soaring gold prices in India may negatively impact sales during Akshaya Tritiya, a Hindu festival where buying gold is considered auspicious.
3.  El Chapo's cartel smelted gold to sneak drug profits out of US.",negative
2016-05-08,"Gold prices are lower amid risk-on trading day. Demand for gold was muted on Akshaya Tritiya due to high prices, while jewelers are hoping for discounts to attract customers. AngloGold Ashanti's output falls as illegal mining worsens in Ghana.",negative
2016-05-09,"Gold prices are lower amid risk-on trading day. Demand for gold was muted on Akshaya Tritiya due to high prices, while jewelers are hoping for discounts to attract customers. AngloGold Ashanti's output falls as illegal mining worsens in Ghana.",negative
2016-05-10,"Thailand is shutting down its largest gold mine due to environmental concerns and social costs outweighing the benefits. A diamantaire from Mumbai donated 40 kg of gold to Somnath temple. A former GM accomplice was jailed in a $9.3M staged robbery of a gold trader.
",negative
