date,summary
2014-06-21,"Gold news focused on: goldcoastbulletin, jpost, somalilandsun, country. Other key mentions included: indians held with    gold bars at petrapole, businesswire, business, seedsofgold."
2014-06-22,"Gold news focused on: reuters, goldrushcam, biv, news. Other key mentions included: somalilandpress, menafn, stockandland, traders."
2014-06-23,"Gold news focused on: dnaindia, thehindu, news, forbes. Other key mentions included: charlestonbusiness, jamaicaobserver, equities, biv."
2014-06-24,"Gold news focused on: goldrushcam, vcstar, bloomberg, examiner. Other key mentions included: business, en, prnewswire, news."
2014-06-25,"Gold news focused on: news, goldberg presbyterian divestment html, en, nationmultimedia. Other key mentions included: crime courts, bloom goldin kidnappers paroled, story, canada lng export woodfibre lng changes its strategy and cb i receives the contract for goldboro lng."
2014-06-26,"Gold news focused on: thehindubusinessline, news goldseek, thephuketnews, rawstory. Other key mentions included: emirates, uae, courts, robbers who stole dh m in cash from dubai gold traders are jailed."
2014-06-27,"Gold news focused on: yourmiddleeast, mineweb, news, news press. Other key mentions included: cobra gold us military defence exercise, section nt, leisure, cinema."
2014-06-28,"Gold news focused on: edmontonsun, thehimalayantimes, philstar, newindianexpress. Other key mentions included: knoxvilledailysun, digitaljournal, tulsaworld, ottawasun."
2014-06-29,"Gold news focused on: zawya, goldrushcam, thedrum, abs cbnnews. Other key mentions included: story, swiss money trail leads to gold and diamonds, html, au news yahoo."
2014-06-30,"Gold news focused on: proactiveinvestors, bangkokpost, finchannel, mining. Other key mentions included: irishtimes, interaksyon, tribune, neoskosmos."
2014-07-01,"Gold news focused on: goldrushcam, virginislandsdailynews, bangkokpost, finance yahoo. Other key mentions included: news, marketwatch, fairobserver, bloomberg."
2014-07-02,"Gold news focused on: finchannel, news, scitech, technology. Other key mentions included: maths gurus go for gold in mother city, smh, parade condenast, article."
2014-07-03,"Gold news focused on: news, theage, three charged over killing of golden gun drug witness, business. Other key mentions included: voiceofrussia, jewishvoiceny, thestokesnews, rt."
2014-07-04,"Gold news focused on: business, invezz, news, nation. Other key mentions included: nyasatimes, seedsofgold, index html, ndtv."
2014-07-05,"Gold news focused on: business standard, commercialappeal, bangkokpost, jul. Other key mentions included: businessman held delhi airport gold smuggling html, news, en, politic."
2014-07-06,"Gold news focused on: goldcoastbulletin, bismarcktribune, blogs forward, timesleader. Other key mentions included: dhakatribune, arabtimesonline, news, proactiveinvestors."
2014-07-07,"Gold news focused on: zeenews india, goldcoastbulletin, rt, businessweek. Other key mentions included: timesofindia indiatimes, miningweekly, article, ydr."
2014-07-08,"Gold news focused on: news, modernghana, asianage, held with    kg gold at dhaka airport. Other key mentions included: marketwatch, bloomberg, business, mining."
2014-07-09,"Gold news focused on: nachrichten, orex to drill       metres on the jumping josephine gold silver project     htm, news goldseek, article. Other key mentions included: hurriyetdailynews, wires, bangordailynews, traders."
2014-07-10,"Gold news focused on: todayszaman, praguepost, theadvocate, chicagotribune. Other key mentions included: blogs wsj, emirates, virtual strategy, en."
2014-07-11,"Gold news focused on: goldrushcam, edmontonjournal, ocregister, new praguepost. Other key mentions included: news, sfgate, barrick gold reaches deal n         html, phnompenhpost."
2014-07-12,"Gold news focused on: thisdaylive, finchannel, arizona newszap, phnompenhpost. Other key mentions included: abc, blogs, tim graham, goldwater bashing npr also boosts socialist bernie sanders president."
2014-07-13,"Gold news focused on: azcentral, kg gold seized   held at dhaka airport, seven held with smuggled gold at dhaka airport, goldcoastbulletin. Other key mentions included: naplesnews, news, nationmultimedia, juniorminingnetwork."
2014-07-14,"Gold news focused on: chicagonow, moneynews, news, murrayvalleystandard. Other key mentions included: stockhouse, qz, timesofisrael, theworldlink."
2014-07-15,"Gold news focused on: news, investing, foreignaffairs, goldcoastbulletin. Other key mentions included: article, tragedy beautiful alana goldsmith threw train html ito      ns campaign, en, rgj."
2014-07-16,"Gold news focused on: thestar, reuters, marketwired, news. Other key mentions included: yourmetalnews, timesofindia indiatimes, metallon gold output rises, news yahoo."
2014-07-17,"Gold news focused on: siouxcityjournal, economist, oldgoldandblack, forbes. Other key mentions included: bernardgoldberg, mh   gold price markets n         html, miningweekly, conservativehome."
2014-07-18,"Gold news focused on: goldcoastbulletin, newsmax, news, greenvilleonline. Other key mentions included: forbes, phnompenhpost, citywatchla, naplesnews."
2014-07-19,"Gold news focused on: lunaticg blogspot, goldcoastbulletin, business, singaporestar. Other key mentions included: newsminer, deccanchronicle, seedsofgold, i saw a gap in cow breeds now im making my millions."
2014-07-20,"Gold news focused on: en prothom alo, bdnews, kg smuggled gold seized at airport, kg gold seized at dhaka airport. Other key mentions included: japanherald, newsday, theafricareport, reuters."
2014-07-21,"Gold news focused on: reuters, news, goldcoastbulletin, nation foxnews. Other key mentions included: marxist, forbes, world, prince george turns   republican slayer pr gold for royal family."
2014-07-22,"Gold news focused on: goldcoastbulletin, reuters, au news yahoo, jpost. Other key mentions included: columbiatribune, blogs, bloggers, djclimenhaga."
2014-07-23,"Gold news focused on: economicvoice, skynews, avrum goldberg, palestine israel attacks b         html. Other key mentions included: news, utsandiego, reuters, wauchopegazette."
2014-07-24,"Gold news focused on: nvdaily, blogs rollcall, news, latimes. Other key mentions included: article, bloomberg, scmp, tragedy beautiful alana goldsmith threw train html."
2014-07-25,"Gold news focused on: somdnews, heraldonline, canberratimes, business. Other key mentions included: indystar, greaterkashmir, thehindubusinessline, marketwatch."
2014-07-26,"Gold news focused on: article, charlotteobserver, wires, pa. Other key mentions included: timesofisrael, news, smith joy at chocolate fuelled gold html, online wsj."
2014-07-27,"Gold news focused on: myrtlebeachonline, thehimalayantimes, huffingtonpost, news goldseek. Other key mentions included: roanoke, brisbanetimes, finance yahoo, goldfish splash with top artists."
2014-07-28,"Gold news focused on: canberratimes, veteranstoday, abqjournal, post. Other key mentions included: water could be blue gold dayton, reuters, news, rgj."
2014-07-29,"Gold news focused on: news yahoo, article, dispatches, translating a life between in mely kiyaks the gold watch utm source feedburner utm medium feed utm campaign feed  a wwborders words without borders. Other key mentions included: thehimalayantimes, chicago cbslocal, business standard, blogs reuters."
2014-07-30,"Gold news focused on: ekantipur, brisbanetimes, marinecorpstimes, businessweek. Other key mentions included: news, reuters, in reuters, smh."
2014-07-31,"Gold news focused on: einnews, tribune, story, academics. Other key mentions included: robert szymczak receives poland e       s gold cross merit, zeenews india, timesofisrael, business."
2014-08-01,"Gold news focused on: news, canberratimes, world, obama calls for release of hadar goldin captured israeli soldier. Other key mentions included: worldnews, middleeast, israel, israel poised to escalate gaza offensive after kidnap of lt hadar goldin html."
2014-08-02,"Gold news focused on: news, huffingtonpost, greenvilleonline, timesofisrael. Other key mentions included: world, usatoday, gaza conflict hamas defends ambush says hadar goldin may be dead, philstar."
2014-08-03,"Gold news focused on: timesofisrael, news, index php, politics. Other key mentions included: the israeli army announces the death of hadar goldin during battle   days ago, azcentral, jpost, honestreporting."
2014-08-04,"Gold news focused on: news, bluffton jrotc students visit fort stewart meet gold star family, sfbayview, travel. Other key mentions included: myrtlebeachonline, world, article, oyetimes."
2014-08-05,"Gold news focused on: businessinsider, news, juniorminingnetwork, reuters. Other key mentions included: article, blogs wsj, business, gold mine decisions anticipated."
2014-08-06,"Gold news focused on: news, rk, willistonherald, newyorker. Other key mentions included: ind gmnews, reuters, prnewswire, angs outstanding airman year senior airman christian goldsmith."
2014-08-07,"Gold news focused on: news, al monitor, mysuburbanlife, russia food embargo creates golden opportunity for brazil html. Other key mentions included: news yahoo, theage, news goldseek, crazyjoys."
2014-08-08,"Gold news focused on: business, indebted canadian gold miner denies central vietnam tax allegations, markets, metal. Other key mentions included: menafn, brw, russia food embargo creates golden opportunity for brazil, ifamagazine."
2014-08-09,"Gold news focused on: news, bloomberg, a golden celebration for cebus golden lhuilliers, naplesnews. Other key mentions included: palmbeachpost, timesofindia indiatimes, the star, thenews."
